snapshot_id,pipeline,fenetre_debut,fenetre_fin,version_collecte,annonce_id,url,modele,annee,type_connexion,segment,energie,reservation_instantanee,prix_jour,prix_heure,note,nb_avis,commune_recherche,commune_annonce,communes_recherche,nb_communes_matchees,rang_resultat,livraison_disponible,mon_vehicule,compte_proprietaire
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1866470,https://fr.getaround.com/location-voiture/saint-gratien/renault-clio-e-tech-1866470?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Clio E-tech,2022,GETAROUND CONNECT,CITADINE,ELECTRIQUE,,,deduite,False,93.0,,4.95,20,Asnières-sur-Seine,Saint Gratien,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1929288,https://fr.getaround.com/location-voiture/garches/dacia-sandero-1929288?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Dacia Sandero,2015,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,33.0,,5.0,1,Puteaux,Garches,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,703728,https://fr.getaround.com/location-voiture/montmagny/renault-clio-703728?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Clio,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,57.0,,4.53,111,Asnières-sur-Seine,Montmagny,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1829324,https://fr.getaround.com/location-voiture/boulogne-billancourt/fiat-panda-1829324?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat Panda,2016,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,60.0,,4.97,29,Puteaux,Boulogne Billancourt,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1911418,https://fr.getaround.com/location-voiture/sannois/renault-twingo-iii-1911418?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Twingo III,2018,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,52.0,,5.0,2,Asnières-sur-Seine,Sannois,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1786831,https://fr.getaround.com/location-voiture/rueil-malmaison/renault-clio-1786831?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,76.0,,4.81,16,Puteaux,Rueil Malmaison,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1883676,https://fr.getaround.com/location-voiture/paris/fiat-500-1883676?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Fiat 500,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,58.0,,4.56,9,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1925584,https://fr.getaround.com/location-voiture/nanterre/land-rover-range-rover-evoque-1925584?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Land-Rover Range Rover Evoque,2015,Sur rendez-vous,NON_CLASSE,THERMIQUE,,,deduite,False,118.0,,5.0,2,Puteaux,Nanterre,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1851591,https://fr.getaround.com/location-voiture/paris/renault-clio-1851591?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,4.86,7,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1752835,https://fr.getaround.com/location-voiture/paris/citroen-c3-1752835?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Citroen C3,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,57.0,,4.11,18,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,733694,https://fr.getaround.com/location-voiture/paris/fiat-500-733694?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat 500,2017,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,65.0,,4.5,53,Puteaux,Paris,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1041838,https://fr.getaround.com/location-voiture/paris/fiat-panda-1041838?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat Panda,2017,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,49.0,,4.62,20,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1357432,https://fr.getaround.com/location-voiture/levallois-perret/peugeot-2008-1357432?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 2008,2023,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,95.0,,4.4,68,Puteaux,Levallois Perret,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1590454,https://fr.getaround.com/location-voiture/paris/peugeot-2008-1590454?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Peugeot 2008,2023,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,75.0,,4.78,44,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,558456,https://fr.getaround.com/location-voiture/nanterre/citroen-c3-558456?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C3,2015,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,64.0,,4.72,99,Puteaux,Nanterre,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1898548,https://fr.getaround.com/location-voiture/saint-ouen-sur-seine/seat-arona-1898548?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Seat Arona,2018,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,83.0,,4.8,5,Puteaux,Saint Ouen Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1737221,https://fr.getaround.com/location-voiture/argenteuil/renault-twingo-ii-1737221?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo II,2014,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,55.0,,4.76,17,Puteaux,Argenteuil,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1745072,https://fr.getaround.com/location-voiture/paris/peugeot-208-1745072?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2020,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,65.0,,4.39,28,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1241184,https://fr.getaround.com/location-voiture/paris/peugeot-208-1241184?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,79.0,,4.59,61,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1875699,https://fr.getaround.com/location-voiture/enghien-les-bains/citroen-c4-picasso-1875699?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Citroen C4 Picasso,2017,GETAROUND CONNECT,MONOSPACE,THERMIQUE,,,deduite,False,64.0,,,,Asnières-sur-Seine,Enghien Les Bains,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1787779,https://fr.getaround.com/location-voiture/paris/peugeot-208-1787779?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2025,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,84.0,,3.56,9,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1763978,https://fr.getaround.com/location-voiture/colombes/toyota-yaris-hybride-1763978?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Toyota Yaris Hybride,2019,GETAROUND CONNECT,CITADINE,HYBRIDE,,,deduite,False,90.0,,5.0,31,Puteaux,Colombes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1856299,https://fr.getaround.com/location-voiture/paris/renault-clio-1856299?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Clio,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,57.0,,,,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1613045,https://fr.getaround.com/location-voiture/puteaux/toyota-corolla-break-hybride-1613045?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Toyota Corolla Break Hybride,2020,Sur rendez-vous,BREAK,HYBRIDE,,,deduite,False,82.0,,,,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1717722,https://fr.getaround.com/location-voiture/paris/renault-clio-e-tech-1717722?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio E-tech,2021,GETAROUND CONNECT,CITADINE,ELECTRIQUE,,,deduite,False,65.0,,4.52,21,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,714807,https://fr.getaround.com/location-voiture/paris/renault-clio-714807?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2020,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,54.0,,4.25,179,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,711416,https://fr.getaround.com/location-voiture/paris/peugeot-2008-711416?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Peugeot 2008,2019,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,62.0,,4.0,45,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1665189,https://fr.getaround.com/location-voiture/paris/peugeot-208-1665189?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Peugeot 208,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,53.0,,4.05,43,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1787693,https://fr.getaround.com/location-voiture/paris/peugeot-208-1787693?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2025,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,84.0,,3.4,5,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1374147,https://fr.getaround.com/location-voiture/saint-ouen-sur-seine/renault-clio-1374147?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Clio,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,4.83,52,Asnières-sur-Seine,Saint Ouen Sur Seine,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1274902,https://fr.getaround.com/location-voiture/paris/renault-clio-1274902?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,75.0,,4.02,26,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1655119,https://fr.getaround.com/location-voiture/saint-gratien/renault-clio-e-tech-1655119?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Clio E-tech,2022,GETAROUND CONNECT,CITADINE,ELECTRIQUE,,,deduite,False,93.0,,4.74,19,Asnières-sur-Seine,Saint Gratien,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1853404,https://fr.getaround.com/location-voiture/paris/toyota-corolla-break-hybride-1853404?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Toyota Corolla Break Hybride,2024,GETAROUND CONNECT,BREAK,HYBRIDE,,,deduite,False,81.0,,5.0,4,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1686169,https://fr.getaround.com/location-voiture/paris/renault-megane-estate-1686169?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Mégane Estate,2019,GETAROUND CONNECT,BREAK,THERMIQUE,,,deduite,False,80.0,,4.22,9,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,851209,https://fr.getaround.com/location-voiture/boulogne-billancourt/peugeot-208-851209?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2021,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,62.0,,4.44,115,Puteaux,Boulogne Billancourt,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1804473,https://fr.getaround.com/location-voiture/colombes/ford-fiesta-1804473?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Ford Fiesta,2019,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,46.0,,4.0,4,Puteaux,Colombes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1572029,https://fr.getaround.com/location-voiture/montesson/renault-clio-1572029?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2024,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,64.0,,4.7,38,Puteaux,Montesson,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,823380,https://fr.getaround.com/location-voiture/paris/renault-clio-e-tech-823380?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Clio E-tech,2021,GETAROUND CONNECT,CITADINE,ELECTRIQUE,,,deduite,False,59.0,,4.21,140,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,714802,https://fr.getaround.com/location-voiture/paris/fiat-500-x-714802?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat 500 X,2020,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,62.0,,3.75,101,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1543440,https://fr.getaround.com/location-voiture/aubervilliers/volkswagen-polo-1543440?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Volkswagen Polo,2014,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,68.0,,5.0,13,Asnières-sur-Seine,Aubervilliers,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1918285,https://fr.getaround.com/location-voiture/la-garenne-colombes/dacia-spring-1918285?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Dacia Spring,2022,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,65.0,,,,Puteaux,La Garenne Colombes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1911653,https://fr.getaround.com/location-voiture/asnieres-sur-seine/fiat-500-x-1911653?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Fiat 500 X,2018,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,78.0,,,,Asnières-sur-Seine,Asnieres Sur Seine,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,829228,https://fr.getaround.com/location-voiture/paris/citroen-c4-cactus-829228?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C4 Cactus,2018,GETAROUND CONNECT,COMPACTE,THERMIQUE,,,deduite,False,65.0,,3.96,136,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1476506,https://fr.getaround.com/location-voiture/paris/peugeot-3008-1476506?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 3008,2021,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,83.0,,3.9,53,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1806944,https://fr.getaround.com/location-voiture/paris/fiat-500-hybride-1806944?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat 500 Hybride,2023,GETAROUND CONNECT,CITADINE,HYBRIDE,,,deduite,False,62.0,,4.33,12,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1745274,https://fr.getaround.com/location-voiture/paris/peugeot-308-gt-1745274?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 308 GT,2019,GETAROUND CONNECT,COMPACTE,THERMIQUE,,,deduite,False,59.0,,,,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1219229,https://fr.getaround.com/location-voiture/paris/peugeot-208-1219229?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,75.0,,4.21,33,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1427180,https://fr.getaround.com/location-voiture/paris/toyota-c-hr-hybrid-1427180?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Toyota C-HR Hybrid,2021,GETAROUND CONNECT,SUV_COMPACT,HYBRIDE,,,deduite,False,90.0,,4.53,57,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1310301,https://fr.getaround.com/location-voiture/paris/peugeot-208-1310301?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,79.0,,4.64,59,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1442843,https://fr.getaround.com/location-voiture/paris/citroen-c3-1442843?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C3,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,79.0,,4.78,40,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1401206,https://fr.getaround.com/location-voiture/paris/dacia-sandero-expression-1401206?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Dacia Sandero Expression,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,75.0,,5.0,41,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1895320,https://fr.getaround.com/location-voiture/paris/volkswagen-polo-1895320?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Volkswagen Polo,2024,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,87.0,,4.5,2,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1365096,https://fr.getaround.com/location-voiture/paris/volkswagen-polo-1365096?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Volkswagen Polo,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,57.0,,4.61,74,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1285003,https://fr.getaround.com/location-voiture/neuilly-sur-seine/renault-grand-scenic-1285003?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Grand Scenic,2018,GETAROUND CONNECT,MONOSPACE,THERMIQUE,,,deduite,False,115.0,,4.92,59,Puteaux,Neuilly Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,846345,https://fr.getaround.com/location-voiture/paris/dacia-sandero-846345?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Dacia Sandero,2021,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,52.0,,4.2,108,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1173353,https://fr.getaround.com/location-voiture/boulogne-billancourt/renault-twingo-iii-1173353?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo III,2018,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,63.0,,4.96,113,Puteaux,Boulogne Billancourt,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,623886,https://fr.getaround.com/location-voiture/paris/renault-twingo-623886?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Twingo,2011,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,45.0,,4.14,86,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1940209,https://fr.getaround.com/location-voiture/neuilly-sur-seine/peugeot-2008-1940209?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 2008,2023,Sur rendez-vous,SUV_COMPACT,THERMIQUE,,,deduite,False,95.0,,,,Puteaux,Neuilly Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,705443,https://fr.getaround.com/location-voiture/paris/peugeot-208-705443?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2020,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,57.0,,4.32,210,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1510039,https://fr.getaround.com/location-voiture/paris/renault-twingo-1510039?program=getaround&searched_address%5Blatitude%5D=48.9175&searched_address%5Blongitude%5D=2.2869,Renault Twingo,2015,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,52.0,,4.35,24,Asnières-sur-Seine,Paris,Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1734856,https://fr.getaround.com/location-voiture/paris/renault-clio-e-tech-1734856?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio E-tech,2021,Sur rendez-vous,CITADINE,ELECTRIQUE,,,deduite,False,78.0,,5.0,15,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881904,https://fr.getaround.com/location-voiture/paris/peugeot-2008-1881904?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 2008,2026,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,109.0,,5.0,5,Puteaux,Paris,Puteaux|Asnières-sur-Seine
